Consumer query:

Ranked results from semantic matching: 
1. Supplier Name: Grant-Becker, Similarity Score: 0.86
Offered Process: LaserBeamCutting, Offered Material: StainlessSteel, Offered Machine: LaserCuttingMachine, Offered Capacity: 125, Certification: ISO9003, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: Planing, Offered Material: AusteniticStainlessSteel, Offered Machine: ShaperMachine, Offered Capacity: 150, Certification: LEED, Available from-to: 2019-01-15 - 2019-04-01
823. Supplier Name: Metz LLC, Similarity Score: 0.31
Offered Process: WaterJetCutting, Offered Material: CastIron, Offered Machine: WaterJetCuttingMachine, Offered Capacity: 150, Certification: QS9000, Available from-to: 2019-01-15 - 2019-04-01
Offered Process: Milling, Offered Material: CastIron, Offered Machine: MillingMachine, Offered Capacity: 100, Certification: QS9000, Available from-to: 2019-01-01 - 2019-03-15
Offered Process: SinkerEDM, Offered Material: StainlessSteel_304, Offered Machine: EDMMachine, Offered Capacity: 75, Certification: QS9000, Available from-to: 2019-02-15 - 2019-05-01
824. Supplier Name: Reilly, Herzog and Ritchie, Similarity Score: 0.31
Offered Process: GearHobbing, Offered Material: AusteniticStainlessSteel, Offered Machine: GearShaperMachine, Offered Capacity: 125, Certification: MIL, Available from-to: 2019-02-15 - 2019-05-01
Offered Process: CNCMilling, Offered Material: CastIron, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 75, Certification: MIL, Available from-to: 2019-02-15 - 2019-05-01
825. Supplier Name: Hane, Smith and Spinka, Similarity Score: 0.31
Offered Process: CNCTurning, Offered Material: CarbonSteel, Offered Machine: CNCTurnMachine, Offered Capacity: 100, Certification: MIL, Available from-to: 2019-01-15 - 2019-04-01
826. Supplier Name: Gutkowski-Bosco, Similarity Score: 0.31
Offered Process: LaserBeamCutting, Offered Material: StainlessSteel, Offered Machine: LaserCuttingMachine, Offered Capacity: 75, Certification: MIL, Available from-to: 2019-01-15 - 2019-04-01
Offered Process: WireEDM, Offered Material: CarbonSteel, Offered Machine: EDMMachine, Offered Capacity: 50, Certification: MIL, Available from-to: 2019-03-01 - 2019-05-15
827. Supplier Name: Dach, Purdy and Baumbach, Similarity Score: 0.31
Offered Process: CNCTurning, Offered Material: CarbonSteel, Offered Machine: CNCTurnMachine, Offered Capacity: 75, Certification: AS9100, Available from-to: 2019-01-15 - 2019-04-01
Offered Process: SinkerEDM, Offered Material: LowCarbonSteel, Offered Machine: EDMMachine, Offered Capacity: 125, Certification: AS9100, Available from-to: 2019-01-15 - 2019-04-01
828. Supplier Name: Armstrong-Leannon, Similarity Score: 0.31
Offered Process: CNCTurning, Offered Material: WhiteIron, Offered Machine: CNCTurnMachine, Offered Capacity: 50, Certification: ISO14000, Available from-to: 2019-01-01 - 2019-03-15
Offered Process: PrecisionMilling, Offered Material: StainlessSteel_316, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 125, Certification: ISO14000, Available from-to: 2019-02-01 - 2019-04-15
829. Supplier Name: Simonis LLC, Similarity Score: 0.31
Offered Process: CNCTurning, Offered Material: WhiteIron, Offered Machine: CNCTurnMachine, Offered Capacity: 50, Certification: ISO14000, Available from-to: 2019-01-01 - 2019-03-15
830. Supplier Name: Hettinger-Fadel, Similarity Score: 0.3
Offered Process: WireEDM, Offered Material: GrayIron, Offered Machine: EDMMachine, Offered Capacity: 75, Certification: MIL, Available from-to: 2019-01-15 - 2019-04-01
Offered Process: CNCMilling, Offered Material: LowCarbonSteel, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 100, Certification: MIL, Available from-to: 2019-03-01 - 2019-05-15
Offered Process: ElectricalDischargeMachining, Offered Material: GrayIron, Offered Machine: EDMMachine, Offered Capacity: 125, Certification: MIL, Available from-to: 2019-03-01 - 2019-05-15
Offered Process: SinkerEDM, Offered Material: CompactedGraphiteIron, Offered Machine: EDMMachine, Offered Capacity: 50, Certification: MIL, Available from-to: 2019-03-01 - 2019-05-15
831. Supplier Name: Fahey-Ortiz, Similarity Score: 0.3
Offered Process: Shaping, Offered Material: Steel, Offered Machine: ShaperMachine, Offered Capacity: 100, Certification: LEED, Available from-to: 2019-02-15 - 2019-05-01
Offered Process: PrecisionMilling, Offered Material: StainlessSteel, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 125, Certification: LEED, Available from-to: 2019-01-15 - 2019-04-01
Offered Process: GearHobbing, Offered Material: StainlessSteel_304, Offered Machine: GearShaperMachine, Offered Capacity: 50, Certification: LEED, Available from-to: 2019-02-01 - 2019-04-15
832. Supplier Name: Weissnat and Sons, Similarity Score: 0.3
Offered Process: ManualMilling, Offered Material: CompactedGraphiteIron, Offered Machine: ManualMachineTool, Offered Capacity: 100, Certification: MIL, Available from-to: 2019-01-15 - 2019-04-01
Offered Process: GearHobbing, Offered Material: AusteniticStainlessSteel, Offered Machine: GearShaperMachine, Offered Capacity: 125, Certification: MIL, Available from-to: 2019-01-15 - 2019-04-01
833. Supplier Name: Treutel Group, Similarity Score: 0.3
Offered Process: HoleMaking, Offered Material: AusteniticStainlessSteel, Offered Machine: EDMDrillingMachine, Offered Capacity: 125, Certification: AS9100, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: SinkerEDM, Offered Material: CastIron, Offered Machine: EDMMachine, Offered Capacity: 75, Certification: AS9100, Available from-to: 2019-01-01 - 2019-03-15
Offered Process: ManualMilling, Offered Material: WhiteIron, Offered Machine: ManualMachineTool, Offered Capacity: 75, Certification: AS9100, Available from-to: 2019-02-01 - 2019-04-15
834. Supplier Name: Beier, Kassulke and Hodkiewicz, Similarity Score: 0.3
Offered Process: WireEDM, Offered Material: CastIron, Offered Machine: EDMMachine, Offered Capacity: 75, Certification: AS9000, Available from-to: 2019-01-01 - 2019-03-15
Offered Process: ElectricalDischargeMachining, Offered Material: LowCarbonSteel, Offered Machine: EDMMachine, Offered Capacity: 50, Certification: AS9000, Available from-to: 2019-01-01 - 2019-03-15
835. Supplier Name: Tillman-O'Hara, Similarity Score: 0.3
Offered Process: WireEDM, Offered Material: CastIron, Offered Machine: EDMMachine, Offered Capacity: 100, Certification: MIL, Available from-to: 2019-02-15 - 2019-05-01
836. Supplier Name: Purdy, King and VonRueden, Similarity Score: 0.3
Offered Process: SinkerEDM, Offered Material: CompactedGraphiteIron, Offered Machine: EDMMachine, Offered Capacity: 50, Certification: MIL, Available from-to: 2019-02-15 - 2019-05-01
Offered Process: SinkerEDM, Offered Material: CastIron, Offered Machine: EDMMachine, Offered Capacity: 100, Certification: MIL, Available from-to: 2019-03-01 - 2019-05-15
837. Supplier Name: McDermott-Glover, Similarity Score: 0.3
Offered Process: HorizontalMilling, Offered Material: CarbonSteel, Offered Machine: HorizontalMillingMachine, Offered Capacity: 75, Certification: MIL, Available from-to: 2019-02-15 - 2019-05-01
838. Supplier Name: Rodriguez, Gislason and Willms, Similarity Score: 0.3
Offered Process: HoleMaking, Offered Material: CarbonSteel, Offered Machine: EDMDrillingMachine, Offered Capacity: 50, Certification: MIL, Available from-to: 2019-02-15 - 2019-05-01
839. Supplier Name: Wisozk, Nicolas and Hane, Similarity Score: 0.3
Offered Process: HoleMaking, Offered Material: LowAlloySteel, Offered Machine: EDMDrillingMachine, Offered Capacity: 75, Certification: LEED, Available from-to: 2019-02-15 - 2019-05-01
Offered Process: HoleMaking, Offered Material: CarbonSteel, Offered Machine: EDMDrillingMachine, Offered Capacity: 125, Certification: LEED, Available from-to: 2019-01-15 - 2019-04-01
840. Supplier Name: Heller, Towne and Schneider, Similarity Score: 0.3
Offered Process: GearHobbing, Offered Material: LowAlloySteel, Offered Machine: GearShaperMachine, Offered Capacity: 100, Certification: LEED, Available from-to: 2019-02-15 - 2019-05-01
841. Supplier Name: Mertz-Fisher, Similarity Score: 0.3
Offered Process: VerticalMilling, Offered Material: MediumCarbonSteel, Offered Machine: VerticalMillingMachine, Offered Capacity: 50, Certification: QS9000, Available from-to: 2019-01-01 - 2019-03-15
Offered Process: VerticalMilling, Offered Material: MediumCarbonSteel, Offered Machine: VerticalMillingMachine, Offered Capacity: 50, Certification: QS9000, Available from-to: 2019-01-01 - 2019-03-15
Offered Process: WireEDM, Offered Material: HighAlloySteel, Offered Machine: EDMMachine, Offered Capacity: 150, Certification: QS9000, Available from-to: 2019-02-01 - 2019-04-15
842. Supplier Name: Kling, Little and Collins, Similarity Score: 0.3
Offered Process: VerticalMilling, Offered Material: MediumCarbonSteel, Offered Machine: VerticalMillingMachine, Offered Capacity: 100, Certification: QS9000, Available from-to: 2019-02-15 - 2019-05-01
Offered Process: Shaping, Offered Material: CarbonSteel, Offered Machine: ShaperMachine, Offered Capacity: 75, Certification: QS9000, Available from-to: 2019-02-01 - 2019-04-15
843. Supplier Name: Mertz-Fisher, Similarity Score: 0.3
Offered Process: VerticalMilling, Offered Material: MediumCarbonSteel, Offered Machine: VerticalMillingMachine, Offered Capacity: 50, Certification: QS9000, Available from-to: 2019-01-01 - 2019-03-15
Offered Process: VerticalMilling, Offered Material: MediumCarbonSteel, Offered Machine: VerticalMillingMachine, Offered Capacity: 50, Certification: QS9000, Available from-to: 2019-01-01 - 2019-03-15
Offered Process: WireEDM, Offered Material: HighAlloySteel, Offered Machine: EDMMachine, Offered Capacity: 150, Certification: QS9000, Available from-to: 2019-02-01 - 2019-04-15
844. Supplier Name: Hoppe and Sons, Similarity Score: 0.3
Offered Process: Planing, Offered Material: MediumCarbonSteel, Offered Machine: ShaperMachine, Offered Capacity: 50, Certification: MIL, Available from-to: 2019-03-01 - 2019-05-15
845. Supplier Name: Deckow, Kling and Gottlieb, Similarity Score: 0.3
Offered Process: SinkerEDM, Offered Material: StainlessSteel_304, Offered Machine: EDMMachine, Offered Capacity: 150, Certification: MIL, Available from-to: 2019-01-15 - 2019-04-01
Offered Process: Planing, Offered Material: MediumCarbonSteel, Offered Machine: ShaperMachine, Offered Capacity: 50, Certification: MIL, Available from-to: 2019-01-15 - 2019-04-01
Offered Process: Planing, Offered Material: AlloySteel, Offered Machine: ShaperMachine, Offered Capacity: 125, Certification: MIL, Available from-to: 2019-01-15 - 2019-04-01
846. Supplier Name: Goodwin-Waelchi, Similarity Score: 0.3
Offered Process: SinkerEDM, Offered Material: MediumCarbonSteel, Offered Machine: EDMMachine, Offered Capacity: 100, Certification: LEED, Available from-to: 2019-01-01 - 2019-03-15
847. Supplier Name: Cummings-O'Hara, Similarity Score: 0.3
Offered Process: HoleMaking, Offered Material: WhiteIron, Offered Machine: EDMDrillingMachine, Offered Capacity: 100, Certification: ISO14000, Available from-to: 2019-01-15 - 2019-04-01
848. Supplier Name: Pagac-Gulgowski, Similarity Score: 0.3
Offered Process: Milling, Offered Material: MartensiticStainlessSteel, Offered Machine: MillingMachine, Offered Capacity: 50, Certification: ISO14000, Available from-to: 2019-01-15 - 2019-04-01
Offered Process: Planing, Offered Material: MartensiticStainlessSteel, Offered Machine: ShaperMachine, Offered Capacity: 125, Certification: ISO14000, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: Shaping, Offered Material: MalleableIron, Offered Machine: ShaperMachine, Offered Capacity: 75, Certification: ISO14000, Available from-to: 2019-01-01 - 2019-03-15
Offered Process: Planing, Offered Material: StainlessSteel_400, Offered Machine: ShaperMachine, Offered Capacity: 150, Certification: ISO14000, Available from-to: 2019-02-15 - 2019-05-01
849. Supplier Name: Douglas-Adams, Similarity Score: 0.3
Offered Process: ElectricalDischargeMachining, Offered Material: LowCarbonSteel, Offered Machine: EDMMachine, Offered Capacity: 100, Certification: QS9000, Available from-to: 2019-03-01 - 2019-05-15
850. Supplier Name: Hartmann, Weimann and Romaguera, Similarity Score: 0.3
Offered Process: ElectricalDischargeMachining, Offered Material: HighCarbonSteel, Offered Machine: EDMMachine, Offered Capacity: 75, Certification: MIL, Available from-to: 2019-02-15 - 2019-05-01
Offered Process: Milling, Offered Material: LowAlloySteel, Offered Machine: MillingMachine, Offered Capacity: 150, Certification: MIL, Available from-to: 2019-01-01 - 2019-03-15
851. Supplier Name: Keebler-Cremin, Similarity Score: 0.3
Offered Process: CNCTurning, Offered Material: HighCarbonSteel, Offered Machine: CNCTurnMachine, Offered Capacity: 100, Certification: MIL, Available from-to: 2019-03-01 - 2019-05-15
Offered Process: WaterJetCutting, Offered Material: MediumCarbonSteel, Offered Machine: WaterJetCuttingMachine, Offered Capacity: 150, Certification: MIL, Available from-to: 2019-02-15 - 2019-05-01
852. Supplier Name: Murray and Sons, Similarity Score: 0.3
Offered Process: ElectricalDischargeMachining, Offered Material: MediumCarbonSteel, Offered Machine: EDMMachine, Offered Capacity: 125, Certification: MIL, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: SinkerEDM, Offered Material: LowCarbonSteel, Offered Machine: EDMMachine, Offered Capacity: 75, Certification: MIL, Available from-to: 2019-02-15 - 2019-05-01
853. Supplier Name: Smitham LLC, Similarity Score: 0.3
Offered Process: SinkerEDM, Offered Material: AusteniticStainlessSteel, Offered Machine: EDMMachine, Offered Capacity: 150, Certification: AS9000, Available from-to: 2019-03-01 - 2019-05-15
Offered Process: PrecisionMilling, Offered Material: WhiteIron, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 150, Certification: AS9000, Available from-to: 2019-03-01 - 2019-05-15
Offered Process: WireEDM, Offered Material: LowCarbonSteel, Offered Machine: EDMMachine, Offered Capacity: 75, Certification: AS9000, Available from-to: 2019-01-01 - 2019-03-15
854. Supplier Name: Bechtelar, Green and Simonis, Similarity Score: 0.3
Offered Process: WireEDM, Offered Material: LowCarbonSteel, Offered Machine: EDMMachine, Offered Capacity: 50, Certification: QS9000, Available from-to: 2019-01-15 - 2019-04-01
855. Supplier Name: Beier, Kassulke and Hodkiewicz, Similarity Score: 0.3
Offered Process: WireEDM, Offered Material: CastIron, Offered Machine: EDMMachine, Offered Capacity: 75, Certification: AS9000, Available from-to: 2019-01-01 - 2019-03-15
Offered Process: ElectricalDischargeMachining, Offered Material: LowCarbonSteel, Offered Machine: EDMMachine, Offered Capacity: 50, Certification: AS9000, Available from-to: 2019-01-01 - 2019-03-15
856. Supplier Name: Reilly Group, Similarity Score: 0.3
Offered Process: HoleMaking, Offered Material: AlloySteel, Offered Machine: EDMDrillingMachine, Offered Capacity: 125, Certification: QS9000, Available from-to: 2019-03-01 - 2019-05-15
Offered Process: LaserBeamCutting, Offered Material: CarbonSteel, Offered Machine: LaserCuttingMachine, Offered Capacity: 50, Certification: QS9000, Available from-to: 2019-03-01 - 2019-05-15
Offered Process: LaserBeamCutting, Offered Material: StainlessSteel_304, Offered Machine: LaserCuttingMachine, Offered Capacity: 50, Certification: QS9000, Available from-to: 2019-01-15 - 2019-04-01
Offered Process: ElectricalDischargeMachining, Offered Material: LowCarbonSteel, Offered Machine: EDMMachine, Offered Capacity: 100, Certification: QS9000, Available from-to: 2019-02-15 - 2019-05-01
857. Supplier Name: Kunze Inc, Similarity Score: 0.3
Offered Process: SinkerEDM, Offered Material: MalleableIron, Offered Machine: EDMMachine, Offered Capacity: 75, Certification: LEED, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: ManualMilling, Offered Material: WhiteIron, Offered Machine: ManualMachineTool, Offered Capacity: 75, Certification: LEED, Available from-to: 2019-01-01 - 2019-03-15
